Rank,Water Area (sq mi),City,State,Population
18801,0,Manzano Springs, NM,190
22201,0,Manzanola, CO,385
15508,0,Maple Bluff, WI,"1,445"
27601,0,Maple City, MI,250
7223,0.06,Maple Falls, WA,177
23401,0,Maple Glen, PA,"6,767"
689,2.39,Maple Grove, MN,"64,364"
27601,0,Maple Grove, MI,76
16649,0,Maple Heights, OH,"22,880"
3974,0.2,Maple Heights-Lake Desire, WA,"3,282"
27001,0,Maple Hill, KS,684
8947,0.03,Maple Lake, MN,"2,061"
14650,0,Maple Park, IL,"1,366"
13974,0,Maple Plain, MN,"1,765"
7239,0.06,Maple Rapids, MI,644
7181,0.06,Maple Ridge, OH,866
4195,0.18,Maple Valley, WA,"24,040"
8166,0.04,Maplesville, AL,732
12680,0.01,Mapleton, PA,478
13873,0,Mapleton, KS,115
15016,0,Mapleton, MN,"1,687"
19801,0,Mapleton, ND,815
25201,0,Mapleton, IL,310
26401,0,Mapleton, IA,"1,454"
27401,0,Mapleton, ME,738
28401,0,Mapleton, UT,"8,545"
23401,0,Mapletown, PA,158
17201,0,Mapleview, MN,202
27401,0,Mapleville, MD,243
1407,1.01,Maplewood, MN,"39,261"
7158,0.06,Maplewood, WA,"4,972"
17801,0,Maplewood, MO,"7,987"
20201,0,Maplewood Park, OH,340
16450,0,Mappsburg, VA,33
28601,0,Mappsville, VA,333
8623,0.04,Maquoketa, IA,"6,064"
25201,0,Maquon, IL,370
9351,0.03,Mar-Mac, NC,"3,894"
22601,0,Maramec, OK,104
1794,0.74,Marana, AZ,"37,028"
1632,0.84,Marathon, FL,"8,529"
12799,0.01,Marathon, WI,"1,472"
14463,0,Marathon, TX,625
15234,0,Marathon, NY,"1,081"
26401,0,Marathon, IA,286
5618,0.1,Marble, MN,602
19601,0,Marble, NC,249
22201,0,Marble, CO,104
15895,0,Marble City, OK,235
20201,0,Marble Cliff, OH,605
1977,0.64,Marble Falls, TX,"6,137"
13892,0,Marble Hill, MO,"1,698"
8418,0.04,Marble Rock, IA,292
103,15.2,Marblehead, MA,"20,163"
1421,1,Marblehead, OH,961
4899,0.13,Marblemount, WA,66
20601,0,Marbleton, WY,"1,188"
6324,0.08,Marbury, AL,"1,836"
8384,0.04,Marceline, MO,"2,239"
13513,0.01,Marcellus, MI,"1,024"
19201,0,Marcellus, NY,"1,700"
16845,0,March Arb, CA,"1,129"
153,10.65,Marco Island, FL,"16,921"
26401,0,Marcus, IA,"1,230"
28801,0,Marcus, WA,169
2279,0.51,Marcus Hook, PA,"2,430"
13961,0,Mardela Springs, MD,322
7004,0.06,Marengo, IA,"2,502"
20201,0,Marengo, OH,291
25201,0,Marengo, IL,"7,451"
25801,0,Marengo, IN,789
29201,0,Marengo, WI,139
27601,0,Marenisco, MI,231
28001,0,Marfa, TX,"2,124"
11121,0.02,Margaret, AL,"4,475"
10576,0.02,Margaretville, NY,539
3607,0.24,Margate, FL,"54,929"
3819,0.22,Margate City, NJ,"6,343"
7668,0.05,Marianna, FL,"8,548"
21401,0,Marianna, AR,"4,024"
23401,0,Marianna, PA,539
12787,0.01,Marianne, PA,"1,354"
2715,0.38,Mariaville Lake, NY,727
15028,0,Maribel, WI,346
5561,0.1,Maricopa, AZ,"45,388"
21801,0,Maricopa, CA,"1,158"
21001,0,Maricopa Colony, AZ,547
21401,0,Marie, AR,45
9155,0.03,Mariemont, OH,"3,384"
27001,0,Marienthal, KS,33
23401,0,Marienville, PA,"2,815"
3036,0.32,Marietta, OH,"14,029"
5949,0.09,Marietta, GA,"58,436"
12338,0.01,Marietta, OK,"2,659"
13238,0.01,Marietta, PA,"2,595"
17201,0,Marietta, MN,215
17401,0,Marietta, MS,360
19601,0,Marietta, NC,149
25201,0,Marietta, IL,198
28001,0,Marietta, TX,88
15130,0,Marietta CDP, OK,132
1047,1.45,Marietta-Alderwood, WA,"4,435"
21801,0,Marin City, CA,"2,958"
1556,0.88,Marina, CA,"20,198"
2057,0.6,Marina Del Rey, CA,"9,157"
10327,0.02,Marine, IL,"1,199"
3073,0.31,Marine City, MI,"4,193"
3192,0.29,Marine On Saint Croix, MN,686
24601,0,Marineland, FL,11
1145,1.3,Marinette, WI,"10,890"
27201,0,Maringouin, LA,"1,007"
3698,0.23,Marion, IL,"17,353"
4384,0.17,Marion, ND,171
5069,0.12,Marion, WI,"1,171"
5801,0.09,Marion, AL,"3,587"
6096,0.08,Marion, IN,"29,403"
6281,0.08,Marion, OH,"36,791"
6400,0.08,Marion, AR,"12,354"
7606,0.05,Marion, MT,869
8150,0.04,Marion, MI,793
9003,0.03,Marion, NC,"7,948"
9093,0.03,Marion, VA,"5,931"
9438,0.03,Marion, KY,"3,020"
11504,0.01,Marion, IA,"35,809"
12092,0.01,Marion, LA,647
12852,0.01,Marion, MS,"1,596"
12923,0.01,Marion, KS,"1,943"
13534,0.01,Marion, NY,"1,522"
22801,0,Marion, OR,175
23401,0,Marion, PA,"1,050"
23801,0,Marion, SC,"6,833"
24001,0,Marion, SD,730
28001,0,Marion, TX,987
28401,0,Marion, UT,779
5643,0.1,Marion Center, MA,"1,176"
23401,0,Marion Center, PA,469
23401,0,Marion Heights, PA,589
15922,0,Marionville, MO,"2,242"
9062,0.03,Mariposa, CA,"1,524"
4293,0.17,Marissa, IL,"2,253"
25201,0,Mark, IL,615
8144,0.04,Marked Tree, AR,"2,540"
10749,0.02,Markesan, WI,"1,510"
10736,0.02,Markham, WA,153
10896,0.02,Markham, TX,"1,242"
25201,0,Markham, IL,"12,625"
7632,0.05,Markle, IN,"1,083"
21801,0,Markleeville, CA,268
11296,0.01,Marklesburg, PA,260
25801,0,Markleville, IN,486
23401,0,Markleysburg, PA,278
17401,0,Marks, MS,"1,755"
14506,0,Marksboro, NJ,57
11479,0.01,Marksville, LA,"5,635"
22601,0,Marland, OK,266
1975,0.64,Marlboro, NY,"3,373"
6127,0.08,Marlboro Meadows, MD,"3,577"
8018,0.04,Marlboro Village, MD,"10,046"
1204,1.24,Marlborough, MA,"39,141"
17801,0,Marlborough, MO,"2,206"
18601,0,Marlborough, NH,986
14661,0,Marlette, MI,"1,646"
7592,0.05,Marlin, TX,"5,867"
23401,0,Marlin, PA,551
5804,0.09,Marlinton, WV,"1,039"
4795,0.14,Marlow, OK,"4,635"
15161,0,Marlow Heights, MD,"5,667"
11195,0.01,Marlton, MD,"9,460"
12772,0.01,Marlton, NJ,"10,397"
21401,0,Marmaduke, AR,"1,177"
9832,0.02,Marmarth, ND,137
4876,0.13,Marmet, WV,"1,641"
15611,0,Marne, OH,668
26401,0,Marne, IA,76
25201,0,Maroa, IL,"1,853"
15139,0,Marquand, MO,325
210,8.06,Marquette, MI,"21,430"
6678,0.07,Marquette, IA,426
15465,0,Marquette, KS,613
18401,0,Marquette, NE,232
29201,0,Marquette, WI,114
25201,0,Marquette Heights, IL,"2,789"
28001,0,Marquez, TX,270
1926,0.66,Marrero, LA,"33,263"
3855,0.21,Marriott Slaterville, UT,"1,598"
11080,0.02,Marrowbone, KY,209
28801,0,Marrowstone, WA,"1,218"
23401,0,Mars, PA,"1,460"
8909,0.03,Mars Hill, ME,955
19601,0,Mars Hill, NC,"2,168"
2349,0.49,Marseilles, IL,"4,832"
20201,0,Marseilles, OH,156
3834,0.21,Marshall, NC,897
5244,0.12,Marshall, MI,"7,054"
5606,0.1,Marshall, WI,"3,912"
6831,0.06,Marshall, TX,"24,424"
7161,0.06,Marshall, MO,"13,059"
11031,0.02,Marshall, IL,"3,895"
11900,0.01,Marshall, AR,"1,601"
12883,0.01,Marshall, MN,"13,609"
13294,0.01,Marshall, VA,"1,313"
14246,0,Marshall, AK,320
22601,0,Marshall, OK,347
25801,0,Marshall, IN,271
13408,0.01,Marshallberg, NC,238
10651,0.02,Marshallton, PA,"1,340"
9467,0.03,Marshalltown, IA,"27,749"
8860,0.03,Marshallville, GA,"1,400"
20201,0,Marshallville, OH,729
6326,0.08,Marshfield, MA,"4,227"
9349,0.03,Marshfield, WI,"18,514"
12392,0.01,Marshfield, VT,298
14481,0,Marshfield, MO,"6,789"
2800,0.36,Marshfield Hills, MA,"2,423"
14862,0,Marshville, NC,"2,493"
13161,0.01,Marsing, ID,"1,269"
15834,0,Marston, MO,527
16888,0,Mart, TX,"2,288"
15945,0,Martell, CA,94
26401,0,Martelle, IA,242
26401,0,Martensdale, IA,482
22601,0,Martha, OK,140
5864,0.09,Martha Lake, WA,"16,441"
14010,0,Marthasville, MO,"1,416"
8236,0.04,Martin, TN,"11,396"
8244,0.04,Martin, LA,661
10131,0.02,Martin, GA,348
10334,0.02,Martin, KY,687
18401,0,Martin, NE,144
19801,0,Martin, ND,106
24001,0,Martin, SD,981
27601,0,Martin, MI,418
10297,0.02,Martin City, MT,468
2751,0.37,Martin Lake, MN,"1,009"
9362,0.03,Martindale, TX,"1,575"
1412,1,Martinez, CA,"36,876"
5356,0.11,Martinez, GA,"36,190"
28001,0,Martinez, TX,69
1463,0.96,Martinez Lake, AZ,43
27401,0,Martins Additions, MD,977
13591,0.01,Martins Creek, PA,615
15499,0,Martins Ferry, OH,"6,850"
10885,0.02,Martinsburg, WV,"17,508"
16259,0,Martinsburg, OH,229
17801,0,Martinsburg, MO,355
18401,0,Martinsburg, NE,56
23401,0,Martinsburg, PA,"1,993"
26401,0,Martinsburg, IA,151
18001,0,Martinsdale, MT,85
6357,0.08,Martinsville, NJ,"11,914"
7453,0.05,Martinsville, VA,"13,745"
9098,0.03,Martinsville, IL,"1,150"
10592,0.02,Martinsville, IN,"11,756"
15475,0,Martinsville, OH,398
25201,0,Martinton, IL,316
24001,0,Marty, SD,588
2678,0.39,Marumsco, VA,"38,894"
21401,0,Marvell, AR,"1,119"
7581,0.05,Marvin, NC,"5,806"
24001,0,Marvin, SD,89
13236,0.01,Mary Esther, FL,"4,035"
27401,0,Marydel, MD,184
28801,0,Maryhill, WA,58
27201,0,Maryhill Estates, KY,159
27401,0,Maryland City, MD,"17,000"
1006,1.52,Maryland Heights, MO,"27,420"
11574,0.01,Marysvale, UT,441
1432,0.99,Marysville, MI,"9,842"
3197,0.29,Marysville, OH,"22,773"
3396,0.26,Marysville, WA,"62,472"
5157,0.12,Marysville, CA,"12,144"
8594,0.04,Marysville, KS,"3,301"
14067,0,Marysville, PA,"2,536"
18001,0,Marysville, MT,114
26401,0,Marysville, IA,22
6303,0.08,Maryville, IL,"7,727"
8930,0.03,Maryville, MO,"12,018"
24201,0,Maryville, TN,"27,824"
13641,0.01,Masaryktown, FL,"1,125"
3754,0.22,Mascot, TN,"2,592"
320,5.49,Mascotte, FL,"5,197"
4614,0.15,Mascoutah, IL,"7,675"
22401,0,Mashantucket, CT,299
4134,0.19,Mashpee Neck, MA,666
18401,0,Maskell, NE,111
8547,0.04,Mason, OH,"31,289"
8823,0.03,Mason, TX,"1,907"
9301,0.03,Mason, MI,"8,266"
13860,0,Mason, IL,404
16799,0,Mason, WV,"1,059"
24201,0,Mason, TN,"1,357"
29201,0,Mason, WI,84
3225,0.29,Mason City, IA,"27,775"
18401,0,Mason City, NE,188
25201,0,Mason City, IL,"2,374"
292,6.17,Mason Neck, VA,"2,016"
8866,0.03,Masontown, PA,"3,420"
29001,0,Masontown, WV,777
6618,0.07,Masonville, KY,"1,060"
26401,0,Masonville, IA,115
9545,0.03,Massac, KY,"4,223"
6483,0.07,Massanetta Springs, VA,"4,668"
10052,0.02,Massanutten, VA,"2,393"
2498,0.44,Massapequa, NY,"22,323"
7996,0.04,Massapequa Park, NY,"17,137"
3987,0.2,Massena, NY,"10,937"
26401,0,Massena, IA,367
4188,0.18,Massillon, OH,"32,224"
3718,0.22,Masthope, PA,769
6055,0.08,Mastic, NY,"16,274"
3365,0.26,Mastic Beach, NY,"14,880"
8195,0.04,Masury, OH,"2,213"
28001,0,Matador, TX,542
4067,0.19,Matagorda, TX,469
5900,0.09,Matamoras, PA,"2,337"
8409,0.04,Matamoras Village, OH,822
4728,0.14,Matawan, NJ,"8,759"
29001,0,Matewan, WV,680
16120,0,Matfield Green, KS,44
9756,0.02,Matheny, WV,422
21801,0,Matheny, CA,"1,098"
9632,0.02,Mather, CA,"4,806"
14875,0,Mather, PA,536
12717,0.01,Matherville, IL,941
7482,0.05,Mathews, VA,724
27201,0,Mathews, LA,"2,280"
28001,0,Mathis, TX,"4,971"
10408,0.02,Mathiston, MS,764
13858,0,Matinecock, NY,886
2345,0.49,Matlacha, FL,914
3313,0.27,Matlacha Isles-Matlacha Shores, FL,411
26401,0,Matlock, IA,94
4705,0.14,Matoaca, VA,"2,199"
29001,0,Matoaka, WV,252
27601,0,Mattapoisett Center, MA,"3,199"
28801,0,Mattawa, WA,"4,502"
9760,0.02,Mattawan, MI,"2,075"
15978,0,Mattawana, PA,325
8688,0.03,Matteson, IL,"19,097"
6107,0.08,Matthews, NC,"28,677"
11698,0.01,Matthews, GA,277
16602,0,Matthews, MO,745
25801,0,Matthews, IN,597
2790,0.36,Mattituck, NY,"4,391"
14236,0,Mattoon, IL,"17,906"
29201,0,Mattoon, WI,467
19201,0,Mattydale, NY,"6,741"
11641,0.01,Mauckport, IN,54
22601,0,Maud, OK,"1,046"
28001,0,Maud, TX,"1,056"
27401,0,Maugansville, MD,"3,077"
7822,0.05,Mauldin, SC,"23,985"
1831,0.72,Maumee, OH,"14,148"
1308,1.11,Maumelle, AR,"17,565"
24801,0,Maunaloa, HI,394
24801,0,Maunawili, HI,"2,114"
25201,0,Maunie, IL,102
7485,0.05,Maupin, OR,503
13968,0,Maurertown, VA,"1,052"
13617,0.01,Maurice, IA,297
27201,0,Maurice, LA,"1,490"
9112,0.03,Mauriceville, TX,"3,130"
19601,0,Maury, NC,"1,228"
24201,0,Maury City, TN,638
2611,0.4,Mauston, WI,"4,446"
18401,0,Max, NE,43
19801,0,Max, ND,364
8472,0.04,Max Meadows, VA,322
19801,0,Maxbass, ND,61
11937,0.01,Maxeys, GA,252
19601,0,Maxton, NC,"2,431"
12573,0.01,Maxville, MT,117
18401,0,Maxwell, NE,307
18801,0,Maxwell, NM,156
21801,0,Maxwell, CA,"1,076"
26401,0,Maxwell, IA,997
22601,0,May, OK,49
28801,0,May Creek, WA,773
11738,0.01,Maybee, MI,540
22201,0,Maybell, CO,65
16074,0,Maybeury, WV,238
13665,0.01,Maybrook, NY,"3,022"
9250,0.03,Mayer, MN,"1,792"
21001,0,Mayer, AZ,911
17401,0,Mayersville, MS,659
23801,0,Mayesville, SC,571
27001,0,Mayetta, KS,471
21801,0,Mayfair, CA,"4,512"
4227,0.18,Mayfield, NY,795
9096,0.03,Mayfield, KY,"10,091"
12888,0.01,Mayfield, OH,"3,432"
16889,0,Mayfield, PA,"1,665"
27001,0,Mayfield, KS,82
28401,0,Mayfield, UT,391
12461,0.01,Mayfield Heights, OH,"18,973"
7725,0.05,Mayflower, AR,"2,043"
21801,0,Mayflower Village, CA,"5,779"
11434,0.01,Mayhill, NM,219
9866,0.02,Mayking, KY,158
4522,0.16,Maynard, MA,"10,314"
9579,0.03,Maynard, IA,541
16524,0,Maynard, MN,379
21401,0,Maynard, AR,396
24201,0,Maynardville, TN,"2,374"
445,3.82,Mayo, MD,"8,560"
23801,0,Mayo, SC,"1,234"
24601,0,Mayo, FL,"1,412"
10180,0.02,Mayodan, NC,"2,756"
10672,0.02,Maypearl, TX,729
14515,0,Mays Chapel, MD,"11,957"
3728,0.22,Mays Landing, NJ,"1,714"
15124,0,Mays Lick, KY,177
695,2.38,Maysville, KY,"8,951"
2745,0.37,Maysville, OK,"1,322"
7284,0.05,Maysville, GA,"2,079"
11506,0.01,Maysville, CO,55
13859,0,Maysville, MO,"1,040"
19601,0,Maysville, NC,"1,098"
21401,0,Maysville, AR,19
26401,0,Maysville, IA,161
15762,0,Maytown, PA,"3,661"
20801,0,Maytown, AL,319
27201,0,Maytown, KY,243
17801,0,Mayview, MO,363
5278,0.11,Mayville, WI,"5,086"
10406,0.02,Mayville, MI,926
15044,0,Mayville, NY,"1,386"
19801,0,Mayville, ND,"1,808"
15573,0,Maywood, NJ,"9,651"
18401,0,Maywood, NE,269
21801,0,Maywood, CA,"27,703"
25201,0,Maywood, IL,"24,148"
22801,0,Maywood Park, OR,894
17201,0,Mazeppa, MN,805
22601,0,Mazie, OK,175
9352,0.03,Mazomanie, WI,"1,585"
13442,0.01,Mazon, IL,"1,093"
6893,0.06,Mcadenville, NC,617
23401,0,Mcadoo, PA,"2,643"
4918,0.13,Mcalester, OK,"18,354"
23401,0,Mcalisterville, PA,975
3119,0.3,Mcallen, TX,"135,048"
21401,0,Mcalmont, AR,"1,721"
11225,0.01,Mcarthur, CA,308
13351,0.01,Mcarthur, OH,"1,883"
27601,0,Mcbain, MI,694
14861,0,Mcbaine, MO,8
23801,0,Mcbee, SC,696
27601,0,Mcbride, MI,131
1591,0.86,Mccall, ID,"2,925"
26401,0,Mccallsburg, IA,365
28001,0,Mccamey, TX,"1,810"
9580,0.03,Mccammon, ID,577
27201,0,Mccarr, KY,165
21001,0,Mccarthy, AK,133
18801,0,Mccartys Village, NM,130
14491,0,Mccaskill, AR,89
9847,0.02,Mccausland, IA,319
7512,0.05,Mccaysville, GA,"1,327"
15746,0,Mcchord, WA,"3,167"
10049,0.02,Mccleary, WA,"1,805"
21801,0,Mcclellan Park, CA,"1,103"
26401,0,Mcclelland, IA,129
5213,0.12,Mcclellanville, SC,477
21801,0,Mcclenney Tract, CA,6
6749,0.07,Mccloud, CA,"1,111"
13329,0.01,Mcclure, PA,917
16804,0,Mcclure, IL,348
20201,0,Mcclure, OH,759
19801,0,Mcclusky, ND,284
15858,0,Mccoll, SC,"2,390"
6915,0.06,Mccomb, MS,"12,771"
8525,0.04,Mccomb, OH,"1,729"
10038,0.02,Mcconnell, WV,610
13866,0,Mcconnell, KS,"1,428"
9046,0.03,Mcconnells, SC,323
23401,0,Mcconnellsburg, PA,"1,015"
23401,0,Mcconnellstown, PA,"1,286"
5330,0.11,Mcconnelsville, OH,"1,889"
21001,0,Mcconnico, AZ,70
10178,0.02,Mccook, IL,212
18401,0,Mccook, NE,"7,670"
15022,0,Mccool, MS,188
14266,0,Mccool Junction, NE,394
27401,0,Mccoole, MD,514
12246,0.01,Mccord, OK,"1,594"
8975,0.03,Mccord Bend, MO,284
12661,0.01,Mccordsville, IN,"5,037"
23801,0,Mccormick, SC,"2,744"
22201,0,Mccoy, CO,16
27001,0,Mccracken, KS,239
21401,0,Mccrory, AR,"2,019"
25201,0,Mccullom Lake, IL,"1,001"
27001,0,Mccune, KS,504
10759,0.02,Mccurtain, OK,450
11141,0.02,Mccutchenville, OH,440
11407,0.01,Mcdade, TX,874
18601,0,Mcdermitt, NV,183
16369,0,Mcdermott, OH,539
19601,0,Mcdonald, NC,111
20201,0,Mcdonald, OH,"3,219"
23401,0,Mcdonald, PA,"2,121"
27001,0,Mcdonald, KS,139
14179,0,Mcdonald Chapel, AL,514
4066,0.19,Mcdonough, GA,"22,560"
21401,0,Mcdougal, AR,165
5906,0.09,Mcelhattan, PA,627
16371,0,Mcewen, TN,"1,823"
23401,0,Mcewensville, PA,339
17601,0,Mcfall, MO,121
19601,0,Mcfarlan, NC,173
13762,0.01,Mcfarland, KS,326
15110,0,Mcfarland, WI,"8,009"
21801,0,Mcfarland, CA,"12,784"
21801,0,Mcgee Creek, CA,125
21401,0,Mcgehee, AR,"4,094"
18601,0,Mcgill, NV,"1,590"
23401,0,Mcgovern, PA,"2,687"
240,7.14,Mcgrath, AK,344
17201,0,Mcgrath, MN,75
19201,0,Mcgraw, NY,"1,097"
918,1.7,Mcgregor, FL,"7,690"
5042,0.13,Mcgregor, MN,498
15272,0,Mcgregor, IA,884
28001,0,Mcgregor, TX,"5,041"
18401,0,Mcgrew, NE,46
20201,0,Mcguffey, OH,509
13746,0.01,Mcguire, NJ,"4,932"
2503,0.43,Mchenry, IL,"26,803"
14570,0,Mchenry, KY,447
19801,0,Mchenry, ND,108
26401,0,Mcintire, IA,79
8375,0.04,Mcintosh, SD,184
12782,0.01,Mcintosh, MN,509
16624,0,Mcintosh, FL,269
18801,0,Mcintosh, NM,"1,181"
20801,0,Mcintosh, AL,415
4164,0.18,Mcintyre, GA,893
23401,0,Mckeansburg, PA,137
16485,0,Mckee, KY,972
6875,0.06,Mckees Rocks, PA,"6,088"
2773,0.37,Mckeesport, PA,"19,663"
8289,0.04,Mckenna, WA,701
28601,0,Mckenney, VA,359
10871,0.02,Mckenzie, AL,645
24201,0,Mckenzie, TN,"5,561"
4711,0.14,Mckinley, MN,102
16725,0,Mckinley Heights, OH,906
3566,0.24,Mckinley Park, AK,429
3800,0.22,Mckinleyville, CA,"16,448"
1895,0.67,Mckinney, TX,"144,066"
28001,0,Mckinney Acres, TX,948
20601,0,Mckinnon, WY,60
17601,0,Mckittrick, MO,60
21801,0,Mckittrick, CA,112
23401,0,Mcknightstown, PA,73
6886,0.06,Mclain, MS,384
24001,0,Mclaughlin, SD,574
5795,0.09,Mclean, VA,"48,078"
18401,0,Mclean, NE,27
25201,0,Mclean, IL,841
28001,0,Mclean, TX,858
4963,0.13,Mcleansboro, IL,"2,753"
6335,0.08,Mcleansville, NC,934
24201,0,Mclemoresville, TN,288
3921,0.21,Mclendon-Chisholm, TX,"1,801"
19801,0,Mcleod, ND,16
6249,0.08,Mcloud, OK,"4,557"
14033,0,Mclouth, KS,"1,204"
3362,0.26,Mcmechen, WV,"1,686"
7113,0.06,Mcmillin, WA,"1,324"
22801,0,Mcminnville, OR,"32,839"
24201,0,Mcminnville, TN,"13,600"
20801,0,Mcmullen, AL,20
13022,0.01,Mcmullin, VA,296
23401,0,Mcmurray, PA,"4,727"
21401,0,Mcnab, AR,58
25201,0,Mcnabb, IL,376
10730,0.02,Mcnair, VA,"19,321"
6521,0.07,Mcnary, AZ,560
9184,0.03,Mcnary, LA,144
16271,0,Mcneal, AZ,302
21401,0,Mcneil, AR,493
7455,0.05,Mcpherson, KS,"13,205"
2659,0.39,Mcqueeney, TX,"2,698"
6290,0.08,Mcrae, GA,"5,762"
15292,0,Mcrae, AR,806
14914,0,Mcroberts, KY,802
23401,0,Mcsherrystown, PA,"3,050"
21801,0,Mcswain, CA,"4,531"
11996,0.01,Mcveytown, PA,317
6793,0.06,Mcville, ND,325
6908,0.06,Mead, CO,"3,781"
12102,0.01,Mead, NE,634
22601,0,Mead, OK,72
28801,0,Mead, WA,"7,314"
16129,0,Mead Ranch, AZ,30
21801,0,Mead Valley, CA,"19,851"
27001,0,Meade, KS,"1,604"
28001,0,Meadow, TX,706
28401,0,Meadow, UT,289
7064,0.06,Meadow Acres, WY,108
16643,0,Meadow Bridge, WV,383
28801,0,Meadow Glade, WA,"2,485"
18401,0,Meadow Grove, NE,306
9960,0.02,Meadow Lake, NM,"5,626"
523,3.24,Meadow Lakes, AK,"7,139"
23401,0,Meadow Lands, PA,755
13903,0,Meadow Oaks, FL,"2,490"
27201,0,Meadow Vale, KY,673
21801,0,Meadow Valley, CA,435
13870,0,Meadow View, VA,955
16305,0,Meadow View Addition, SD,397
4545,0.16,Meadow Vista, CA,"3,072"
7147,0.06,Meadow Woods, FL,"27,301"
4891,0.13,Meadowbrook, VA,"19,263"
9875,0.02,Meadowbrook, CA,"3,447"
12311,0.01,Meadowbrook, AL,"8,550"
16243,0,Meadowbrook Farm, KY,166
28801,0,Meadowdale, WA,"2,720"
10994,0.02,Meadowlakes, TX,"2,050"
17201,0,Meadowlands, MN,90
11579,0.01,Meadowood, PA,"2,663"
16565,0,Meadows Place, TX,"4,701"
27201,0,Meadowview Estates, KY,376
21001,0,Meadview, AZ,687
14217,0,Meadville, PA,"13,307"
16366,0,Meadville, MO,448
17401,0,Meadville, MS,440
9992,0.02,Meansville, GA,166
5265,0.12,Mebane, NC,"12,509"
21801,0,Mecca, CA,"8,912"
25801,0,Mecca, IN,396
4977,0.13,Mechanic Falls, ME,"1,698"
13089,0.01,Mechanicsburg, OH,"1,823"
15379,0,Mechanicsburg, PA,"8,971"
25201,0,Mechanicsburg, IL,570
7221,0.06,Mechanicstown, NY,"7,030"
5211,0.12,Mechanicsville, VA,"36,991"
13454,0.01,Mechanicsville, MD,"1,708"
15257,0,Mechanicsville, IA,"1,063"
23401,0,Mechanicsville, PA,509
6264,0.08,Mechanicville, NY,"5,207"
16955,0,Mecosta, MI,563
25801,0,Medaryville, IN,600
6012,0.09,Medfield, MA,"5,964"
2171,0.56,Medford, MA,"56,981"
9211,0.03,Medford, WI,"4,349"
13388,0.01,Medford, OR,"76,648"
17201,0,Medford, MN,"1,382"
19201,0,Medford, NY,"24,535"
22601,0,Medford, OK,"1,008"
4946,0.13,Medford Lakes, NJ,"4,138"
14639,0,Media, PA,"5,341"
25201,0,Media, IL,126
26401,0,Mediapolis, IA,"1,398"
3595,0.24,Medical Lake, WA,"4,950"
20601,0,Medicine Bow, WY,237
4645,0.15,Medicine Lake, MN,325
18001,0,Medicine Lake, MT,289
27001,0,Medicine Lodge, KS,"2,132"
7578,0.05,Medicine Park, OK,212
507,3.35,Medina, WA,"3,080"
993,1.55,Medina, MN,"5,163"
3866,0.21,Medina, OH,"26,544"
6304,0.08,Medina, NY,"5,962"
10022,0.02,Medina, TN,"3,852"
14322,0,Medina, TX,"4,332"
19801,0,Medina, ND,342
1252,1.17,Medley, FL,940
14175,0,Medon, TN,153
12135,0.01,Medora, ND,161
15417,0,Medora, IN,582
25201,0,Medora, IL,434
6687,0.07,Medulla, FL,"8,114"
6608,0.07,Meeker, OK,"1,135"
22201,0,Meeker, CO,"2,562"
20601,0,Meeteetse, WY,286
13064,0.01,Megargel, TX,246
20801,0,Megargel, AL,77
2128,0.57,Meggett, SC,"1,416"
10099,0.02,Mehama, OR,200
4830,0.14,Mehlville, MO,"29,413"
7902,0.04,Meigs, GA,921
21801,0,Meiners Oaks, CA,"3,634"
17201,0,Meire Grove, MN,178
13688,0.01,Mekoryuk, AK,177
13200,0.01,Melba, ID,568
18401,0,Melbeta, NE,138
313,5.71,Melbourne, FL,"77,216"
16870,0,Melbourne, AR,"1,637"
26401,0,Melbourne, IA,868
27201,0,Melbourne, KY,371
2571,0.42,Melbourne Beach, FL,"3,126"
24601,0,Melbourne Village, FL,722
26401,0,Melcher-Dallas, IA,"1,170"
28601,0,Melfa, VA,411
6705,0.07,Melissa, TX,"5,675"
29201,0,Mellen, WI,774
24001,0,Mellette, SD,164
25801,0,Mellott, IN,181
13806,0.01,Mellwood, MD,"3,051"
20201,0,Melmore, OH,133
10972,0.02,Melody Hill, IN,"3,824"
4961,0.13,Melrose, MN,"3,599"
6060,0.08,Melrose, MA,"27,509"
8932,0.03,Melrose, WI,549
16256,0,Melrose, NM,727
20201,0,Melrose, OH,173
22801,0,Melrose, OR,749
26401,0,Melrose, IA,121
2094,0.58,Melrose Park, NY,"2,026"
25201,0,Melrose Park, IL,"25,514"
18001,0,Melstone, MT,61
27001,0,Melvern, KS,456
557,2.97,Melville, RI,"1,611"
9011,0.03,Melville, LA,"1,099"
16454,0,Melville, NY,"19,228"
14694,0,Melvin, TX,240
25201,0,Melvin, IL,478
26401,0,Melvin, IA,255
27601,0,Melvin, MI,196
13896,0,Melvin Village, NH,129
29201,0,Melvina, WI,80
8347,0.04,Melvindale, MI,"10,584"
189,8.95,Memphis, TN,"656,715"
9135,0.03,Memphis, MI,"1,200"
9931,0.02,Memphis, IN,624
13485,0.01,Memphis, MO,"1,913"
14117,0,Memphis, AL,24
18401,0,Memphis, NE,101
24601,0,Memphis, FL,"8,722"
28001,0,Memphis, TX,"2,069"
7805,0.05,Mena, AR,"5,701"
4055,0.19,Menahga, MN,"1,395"
24801,0,Menan, ID,848
3485,0.25,Menands, NY,"4,004"
28001,0,Menard, TX,"1,586"
1020,1.49,Menasha, WI,"17,535"
